TOTAL,ANIO,MES,DIA,DIA2,Tmin,Tmax,Temperature,Relative Humidity,Wind Speed,Wind Direction,luna,
71,5,4,3,3,19.4,29.6,26,24.76,9.4,150,5.173919665,
56,5,4,4,4,28.9,28.9,28.9,18.64,10.8,320,1.76925562,
82,5,4,5,5,20.2,28.9,25.4,28.44,7.2,230,0.132214257,
53,5,4,6,6,18.1,30,26.2,19.78,29.5,222.5,0.385071555,
61,5,4,7,7,16.9,30.3,26.2,22.43,9.4,197.5,2.614325193,
77,5,4,8,1,19.1,29.2,25.9,22.99,13,243.33,6.85561952,
57,5,4,9,2,19.4,19.4,19.4,37.69,3.6,40,13.07184074,
72,5,4,10,3,19.6,31.1,26.4,21.8,7.2,306.67,21.12686021,
57,5,4,11,4,20.4,29.9,25.9,19.23,10.8,310,30.76056889,
59,5,4,12,5,19.6,29.2,24.9,21.32,10.8,170,41.57355747,
70,5,4,13,6,17.1,28.6,23.7,22.05,10.8,300,53.03055467,
66,5,4,14,7,15.9,29.6,23.7,23.78,3.6,73.33,64.48921444,
63,5,4,15,1,19.1,32.4,26.3,28.95,7.2,113.33,75.2547902,
50,5,4,16,2,20.1,33.6,27.8,28.74,10.8,173.33,84.65316739,
57,5,4,17,3,20.5,32.4,29,17.61,20.5,218,92.10772027,
50,5,4,18,4,16.1,32.2,26.1,24.72,10.8,177.5,97.2027853,
61,5,4,19,5,20.2,29.9,25.5,24.12,16.6,74,99.7198139,
47,5,4,20,6,20.2,32.1,26.4,27.88,7.2,143.33,99.6403527,
55,5,4,21,7,21.1,32.1,27.7,23.74,14.8,303.33,97.11954071,
56,5,4,22,1,21.1,30.2,25.6,23.15,7.2,300,92.44102236,
53,5,4,23,2,21.7,31.1,27.9,17.46,14.8,296.67,85.96672515,
66,5,4,24,3,19.9,27.1,23.5,25.3,7.2,285,78.09282945,
51,5,4,25,4,20.8,29.1,25.2,20.19,7.2,323.33,69.21830985,
59,5,4,26,5,21.2,31.7,27.1,25.08,3.6,190,59.72710998,
51,5,4,27,6,22.1,31.4,27.6,26.21,7.2,176.67,49.98121771,
60,5,4,28,7,20.4,28.9,24.6,32.69,3.6,160,40.32038351,
63,5,4,29,1,22.1,32.4,28.3,29.81,10.8,335,31.06464762,
59,5,4,30,2,22.1,34.6,29.7,22.45,14.8,225,22.51726028,
53,5,5,1,3,23.4,34.4,30.1,22.43,7.2,140,14.96694813,
63,5,5,2,4,23.2,34.4,29.4,17.4,7.2,290,8.689081183,
75,5,5,3,5,23.7,32.7,28.8,16.91,10.8,306.67,3.944963697,
63,5,5,4,6,23.2,31.6,27.8,21.96,10.8,283.33,0.977589979,
50,5,5,5,7,22.6,32.4,28.3,22.24,10.8,263.33,0.001501992,
75,5,5,6,1,20.1,29.1,24.6,25.19,10.8,193.33,1.184628197,
71,5,5,7,2,11.1,30,22.6,17.79,14.8,289.33,4.621674571,
73,5,5,8,3,21.1,32.4,28.3,11.09,35.3,220,10.30174269,
60,5,5,9,4,19.6,32.2,28,17.92,9.4,290,18.07661342,
54,5,5,10,5,21.2,31.6,28,21.91,9.4,305,27.63911504,
53,5,5,11,6,22.1,33.1,28.9,15.87,18.4,322.5,38.52146517,
59,5,5,12,7,19.1,30.9,25.1,24.33,11.2,300,50.12024973,
72,5,5,13,1,21.4,33.1,28.2,17.19,7.2,246.67,61.74804805,
81,5,5,14,2,22.6,34.4,29.3,20.04,10.8,176.67,72.70370778,
68,5,5,15,3,21.2,33.4,28.1,22.37,7.2,95,82.34709181,
76,5,5,16,4,18,34,28.1,22.37,7.2,95,90.16245609,
59,5,5,17,5,20,33,28.1,22.37,7.2,95,95.79820983,
54,5,5,18,6,22,29,28.1,22.37,7.2,95,99.07805678,
49,5,5,19,7,22.6,33,28.1,22.37,7.2,95,99.98641642,
67,5,5,20,1,30.9,33.1,32,12.9,10.8,305,98.63674063,
71,5,5,21,2,23.9,33.2,29.9,15.41,20.5,297.5,95.2334002,
60,5,5,22,3,22.2,33.4,27.6,14.65,9.4,290,90.03640201,
58,5,5,23,4,23.4,33.6,28.9,15.11,7.2,306.67,83.33465118,
49,5,5,24,5,23.6,29.2,26.4,26.64,7.2,150,75.4294758,
57,5,5,25,6,23.2,33.1,29.5,26.56,13,117.5,66.62702613,
54,5,5,26,7,22.9,31.6,27.4,37.99,7.2,316.67,57.23661061,
56,5,5,27,1,24.1,28.2,26.1,48.21,7.2,290,47.5719997,
64,5,5,28,2,22.4,28.4,25.4,43.99,7.2,285,37.95364631,
59,5,5,29,3,23.2,32.4,27.9,34.79,10.8,316.67,28.71082004,
60,5,5,30,4,20.8,34.1,28.2,38.74,10.8,320,20.18309689,
68,5,5,31,5,24.1,33.6,30.1,35.79,16.6,142.5,12.72014781,
57,5,6,1,6,22.4,31.6,27.4,47.21,3.6,123.33,6.677569966,
56,5,6,2,7,23.4,32.6,28.4,41.23,3.6,206.67,2.405382932,
68,5,6,3,1,20.2,31.7,26.1,61.09,7.2,270,0.225820128,
63,5,6,4,2,21.1,27.6,24.3,63.23,3.6,115,0.399043006,
51,5,6,5,3,23.9,27.1,26,55.31,10.8,250,3.079532567,
62,5,6,6,4,21.1,28.1,24.6,57.93,7.2,335,8.271152949,
65,5,6,7,5,24.2,31.2,27.7,46.4,3.6,105,15.79307318,
44,5,6,8,6,23.9,30.3,27.4,48.2,3.6,226.67,25.26932931,
57,5,6,9,7,23.2,34.1,28.2,48.32,7.6,267.5,36.15031074,
54,5,6,10,1,24.1,34.9,30.2,21.85,10.8,110,47.76572096,
47,5,6,11,2,21.1,31.2,26.5,39.76,20.5,55,59.39889288,
54,5,6,12,3,24.1,32.1,28.4,43.21,10.8,183.33,70.36589123,
56,5,6,13,4,23.6,30.2,27.8,42.28,7.2,133.33,80.08229821,
50,5,6,14,5,22.7,33.2,28.1,42.82,7.2,180,88.10573217,
48,5,6,15,6,23.1,31.7,27.4,47.08,7.2,256.67,94.15027957,
56,5,6,16,7,22.9,29.4,26.1,53.67,3.6,185,98.07667772,
71,5,6,17,1,21.7,31.7,27.1,51.65,7.2,216.67,99.8668278,
67,5,6,18,2,22,30,27.1,51.65,7.2,216.67,99.59235836,
61,5,6,19,3,24,31,27.1,51.65,7.2,216.67,97.38525403,
65,5,6,20,4,23,32,27.1,51.65,7.2,216.67,93.41541419,
57,5,6,21,5,29.7,33.1,31.4,39.71,7.2,215,87.87674823,
63,5,6,22,6,22.7,32.1,28.7,36.62,25.9,275,80.98095129,
62,5,6,23,7,21.4,31.7,26.8,36.6,7.2,200,72.95683535,
66,5,6,24,1,23.2,31.9,28.3,29.33,7.2,306.67,64.05297244,
51,5,6,25,2,21.7,31.4,27,40.4,7.2,243.33,54.54205081,
48,5,6,26,3,21.4,30.9,26.4,55.3,3.6,183.33,44.72613583,
56,5,6,27,4,21.9,29.2,25.9,57.99,7.2,120,34.94230052,
61,5,6,28,5,21.6,30.6,26.1,39.6,14.8,100,25.56739845,
55,5,6,29,6,21.7,28.6,25.6,43.41,7.2,160,17.01913425,
66,5,6,30,7,18.7,27.1,23.4,60.82,3.6,33.33,9.74874036,
47,5,7,1,1,20.8,28.6,25.4,46.08,3.6,213.33,4.219768676,
57,5,7,2,2,21.1,29.4,24.9,52.76,7.2,183.33,0.86918477,
62,5,7,3,3,20.5,28.4,25,49.34,3.6,140,0.051893466,
53,5,7,4,4,23.1,29.9,26.4,48.34,7.2,146.67,1.977221642,
61,5,7,5,5,19.6,27.9,23.6,60.54,3.6,266.67,6.652890007,
37,5,7,6,6,22.6,31.6,27.2,53.47,3.6,93.33,13.85460049,
48,5,7,7,7,22.7,29.6,26.4,52.51,3.6,103.33,23.13465543,
59,5,7,8,1,22.1,31.1,26.7,52.33,7.2,247,33.87168281,
67,5,7,9,2,26.6,29.9,28.2,49.24,7.2,235,45.35025062,
63,5,7,10,3,21.4,30.2,25.9,54.83,3.6,136.67,56.85010276,
65,5,7,11,4,19.9,28.9,24.8,64.52,7.2,163.33,67.7238188,
68,5,7,12,5,18.7,27.7,23.3,69.75,3.6,130,77.44830799,
64,5,7,13,6,20.7,27.7,24.4,59.76,7.2,173.33,85.64563536,
85,5,7,14,7,19.2,27.1,23.5,65.99,3.7,148.67,92.07761017,
71,5,7,15,1,24.6,27.2,25.9,56.07,3.6,205,96.62356344,
73,5,7,16,2,19.2,28.9,24.3,65.13,3.6,76.67,99.25149877,
57,5,7,17,3,20.2,28.7,24.4,63.83,3.6,170,99.99065084,
49,5,7,18,4,21.4,29.2,25.2,61.11,3.6,146.67,98.91017847,
56,5,7,19,5,20.8,27.9,24.9,63.04,3.6,36.67,96.10561478,
55,5,7,20,6,18.6,25.7,22.5,69.25,7.2,106.67,91.69252284,
74,5,7,21,7,18.2,25.6,22.2,71.19,7.2,200,85.80576224,
52,5,7,22,1,18.7,27.4,23.4,66.85,3.6,40,78.60271755,
61,5,7,23,2,20.4,24.6,23.1,64.51,7.2,83.33,70.26940936,
62,5,7,24,3,20.4,24.2,22.4,74.17,3.6,220,61.02908892,
65,5,7,25,4,19.6,26.4,23.1,68.23,7.2,90,51.15312136,
72,5,7,26,5,19.9,27.7,24.1,62.78,7.2,50,40.97319097,
72,5,7,27,6,18.4,25.7,22.3,71.45,3.6,100,30.8919452,
55,5,7,28,7,21.4,27.6,24.5,63.79,3.6,50,21.38657185,
80,5,7,29,1,18.6,27.7,23.7,60.07,7.2,236.67,12.99769748,
62,5,7,30,2,17.9,27.7,23.2,67.28,3.6,70,6.296256962,
68,5,7,31,3,20.4,28.7,24.7,61.88,3.6,150,1.825337671,
63,5,8,1,4,20.1,28.6,24.3,55.93,3.6,40,0.022675133,
71,5,8,2,5,21.7,29.1,25.9,56.34,7.2,143.33,1.139907042,
53,5,8,3,6,20.4,28.4,25.2,64.75,3.6,206.67,5.18167366,
58,5,8,4,7,20.8,29.6,25.1,60.02,3.6,230,11.88593589,
73,5,8,5,1,21.2,27.6,24.4,63.45,3.6,160,20.75513175,
67,5,8,6,2,19.6,25.4,23,72.99,7.2,310,31.13068705,
72,5,8,7,3,19.1,27.2,23.3,69.08,3.6,240,42.28930466,
56,5,8,8,4,17.7,25.4,21.7,75.65,7.2,50,53.53499046,
59,5,8,9,5,19.2,28.9,24.4,62.29,7.2,136.67,64.26669321,
52,5,8,10,6,18.9,26.9,23.7,66.55,3.6,206.67,74.01309077,
57,5,8,11,7,20.8,27.4,24.4,65.5,3.6,113.33,82.43725372,
70,5,8,12,1,18.2,24.1,21.1,79.58,3.6,330,89.32062924,
59,5,8,13,2,20.5,28.2,24.4,64.92,3.6,106.67,94.53731779,
61,5,8,14,3,20.4,28.6,24.9,65.72,7.2,236.67,98.02754487,
61,5,8,15,4,20.1,28.4,24.6,62.17,3.6,160,99.77573431,
66,5,8,16,5,19.6,29.2,24.8,58.39,3.6,160,99.79531789,
54,5,8,17,6,19.9,29.6,24.1,66.12,3.6,210,98.12019043,
58,5,8,18,7,22.1,26.1,24.1,70.59,3.6,75,94.80170154,
65,5,8,19,1,22.7,28.7,26,61.65,7.2,66.67,89.91005254,
70,5,8,20,2,21.4,29.4,25.8,42.04,7.2,70,83.5395408,
75,5,8,21,3,21.7,28.2,25.4,51.3,7.2,70,75.81777491,
68,5,8,22,4,21.6,27.2,25.2,54.47,11.2,177.5,66.91924082,
68,5,8,23,5,20.1,27.7,24.4,61.34,10.8,310,57.08293314,
53,5,8,24,6,17.9,24.9,20.9,79.87,3.6,163.33,46.63186798,
68,5,8,25,7,20.2,27.6,24.2,68.53,3.6,256.67,35.98930305,
64,5,8,26,1,20.8,25.2,23.6,69.63,3.6,116.67,25.6832928,
59,5,8,27,2,19.6,24.6,22.1,79.02,3.6,30,16.32958696,
67,5,8,28,3,18.9,27.9,24.6,59.55,7.2,150,8.585120603,
67,5,8,29,4,19.1,28.9,25.1,54.13,13,75,3.071950145,
65,5,8,30,5,22.1,25.7,23.9,56.48,3.6,80,0.283349637,
54,5,8,31,6,20.1,28.2,24.4,61.67,3.6,126.67,0.495142387,
58,5,9,1,7,19.9,28.4,24.5,54.54,7.3,176,3.709418326,
79,5,9,2,1,21.6,29.1,25.6,53.07,4,85,9.650140107,
72,5,9,3,2,19.9,27.7,24.1,56.81,7.2,260,17.81284545,
63,5,9,4,3,21.9,29.1,25.8,61.67,7.2,163.33,27.55207639,
66,5,9,5,4,19.1,27.7,24.4,62.5,5.4,140,38.17959995,
68,5,9,6,5,25.4,27.2,26.3,58.04,3.6,70,49.04795749,
43,5,9,7,6,19.4,25.9,23.4,66.31,3.6,253.33,59.60434713,
62,5,9,8,7,19.2,25.4,22.8,66.66,3.6,53.33,69.41253065,
58,5,9,9,1,19.4,27.6,24,62.34,3.6,213.33,78.1496682,
64,5,9,10,2,20.2,28.1,24.5,60.07,7.2,140,85.58862347,
53,5,9,11,3,20.7,27.4,24.5,61.01,11.2,42.5,91.5753749,
72,5,9,12,4,21.1,26.9,24.9,56.81,7.6,102.5,96.00801115,
56,5,9,13,5,19.7,23.7,21.7,64.4,3.7,106,98.82041394,
56,5,9,14,6,19.1,26.6,23.5,63.85,7.2,81,99.97128871,
51,5,9,15,7,19.9,27.4,24.1,54.7,7.2,110,99.43802324,
56,5,9,16,1,20.5,28.7,24.6,62.77,3.6,200,97.21475379,
70,5,9,17,2,21.1,29.4,26,57.17,7.6,122.5,93.31456932,
60,5,9,18,3,21.6,27.1,24.4,67.2,3.6,63.33,87.77648079,
41,5,9,19,4,21.6,26.1,24.1,63.09,3.6,156.67,80.67811419,
67,5,9,20,5,20.5,27.9,24.4,66.52,7.2,120,72.15458872,
58,5,9,21,6,19.9,27.6,24.4,61.45,3.6,96.67,62.42237593,
62,5,9,22,7,20.7,28.6,24.9,58.31,3.6,73.33,51.80406091,
47,5,9,23,1,21.2,29.7,25.7,63.82,3.6,226.67,40.74637938,
53,5,9,24,2,21.2,29.9,25.6,57.73,7.2,166.67,29.82107299,
56,5,9,25,3,20.2,25.9,23.8,65.11,3.6,210,19.69814455,
69,5,9,26,4,20.8,27.4,24.4,65.5,7.2,316.67,11.08609412,
54,5,9,27,5,20.7,29.2,25.3,64.34,3.6,103.33,4.644012837,
50,5,9,28,6,19.9,28.1,24.3,65.21,3.6,133.33,0.88299603,
61,5,9,29,7,20.5,23.9,21.7,78.39,7.2,90,0.083081782,
63,5,9,30,1,19.4,24.2,21.9,72.8,7.2,123.33,2.250769305,
62,5,10,1,2,21.4,28.2,24.9,58.59,7.2,153.33,7.129743695,
58,5,10,2,3,25.1,27.1,26.1,49.57,3.6,180,14.25913994,
69,5,10,3,4,18.9,27.9,23.8,62.48,3.6,93.33,23.05868288,
56,5,10,4,5,19.9,29.2,25.1,56.22,3.6,110,32.91514324,
49,5,10,5,6,18.9,27.2,23.4,65.02,7.2,115,43.25014969,
54,5,10,6,7,20.5,28.7,25.1,59.24,3.6,180,53.56049258,
63,5,10,7,1,22.9,28.7,26.2,50.43,7.2,90,63.43249004,
64,5,10,8,2,18.4,27.7,23.5,48.87,7.2,76.67,72.53804501,
53,5,10,9,3,19.9,27.9,24.5,49.88,7.2,106.67,80.62127753,
63,5,10,10,4,17.1,29.9,23.9,62.59,3.6,103.33,87.48272264,
50,5,10,11,5,20.7,29.9,25.9,55.71,3.6,215,92.96512953,
47,5,10,12,6,21.1,27.2,24.4,54.74,14.8,132.5,96.94239782,
50,5,10,13,7,20.2,27.7,24.9,57.02,10.8,263.33,99.31181833,
56,5,10,14,1,19.2,29.9,25.3,60.95,3.6,253.33,99.98954694,
58,5,10,15,2,22.4,30.7,26.5,55.16,3.6,60,98.9097363,
42,5,10,16,3,19.4,29.7,24.5,43.42,3.6,60,96.02844035,
75,5,10,17,4,18.4,27.4,22.9,67.19,3.6,125,91.33375953,
62,5,10,18,5,20.2,24.4,22.3,73.4,3.6,295,84.86326923,
49,5,10,19,6,18.7,24.6,21.4,69.6,3.6,135,76.72827195,
49,5,10,20,7,20.7,23.2,22.1,74.12,3.6,220,67.14178469,
55,5,10,21,1,18.7,23.4,21,74.84,7.2,123.33,56.44380449,
53,5,10,22,2,19.1,24.9,21.9,70.1,10.8,70,45.1143393,
59,5,10,23,3,17.4,26.4,21.8,67.42,3.6,210,33.76367524,
52,5,10,24,4,18.9,26.4,23.3,61.35,3.6,233.33,23.09225391,
69,5,10,25,5,18.6,27.2,22.6,68.82,3.6,303.33,13.82018473,
57,5,10,26,6,17.6,24.6,21.2,66.36,3.6,193.33,6.597222998,
62,5,10,27,7,23.9,26.2,25,41.72,3.6,255,1.913646148,
49,5,10,28,1,16.1,26.4,22,63.29,3.6,230,0.035521537,
56,5,10,29,2,17.7,26.2,23.2,65.78,3.6,206.67,0.981501226,
58,5,10,30,3,18.4,25.4,22.6,66.83,3.6,196.67,4.544681045,
60,5,10,31,4,18.9,29.1,24.7,59.46,3.6,103.33,10.34865408,
52,5,11,1,5,15.2,26.2,22.1,58.04,5.4,223.33,17.91832863,
53,5,11,2,6,18.1,27.2,22.1,69.81,11.2,273.33,26.74617901,
63,5,11,3,7,16.2,25.2,20.7,68.19,7.6,146.67,36.3413395,
70,5,11,4,1,18.9,26.1,23,60.3,3.6,173.33,46.25775956,
41,5,11,5,2,17.4,27.7,23.4,64,3.6,133.33,56.10448646,
62,5,11,6,3,18.6,25.2,22.7,56.24,3.6,110,65.54428961,
51,5,11,7,4,27.7,27.7,27.7,45.01,3.6,340,74.2867085,
75,5,11,8,5,20.1,28.2,24,49.33,7.2,93.33,82.07970578,
62,5,11,9,6,18.2,26.9,22.6,52.33,7.2,83.33,88.70198106,
46,5,11,10,7,13.1,27.9,22,52.9,3.6,70,93.95664195,
65,5,11,11,1,17.9,27.2,24.4,44.7,5.4,250,97.66663031,
57,5,11,12,2,18.4,25.9,22.7,57.25,7.2,176.67,99.67280353,
60,5,11,13,3,15.2,19.2,17.2,84.74,7.2,13.33,99.83631255,
81,5,11,14,4,15.7,21.7,19.3,71.75,3.6,116.67,98.04729063,
59,5,11,15,5,15.7,23.6,20.3,52.55,7.2,76.67,94.2413862,
49,5,11,16,6,21.1,24.6,22.9,51.94,11.2,60,88.42408069,
59,5,11,17,7,16.4,22.2,19.8,72.13,7.2,75,80.70008282,
65,5,11,18,1,16.9,23.9,21,69.66,3.6,300,71.30186281,
65,5,11,19,2,14.9,25.4,20.8,69.45,3.6,230,60.60858017,
54,5,11,20,3,18.6,24.6,22,66.68,7.2,330,49.1456978,
66,5,11,21,4,15.4,25.4,21.1,68.74,10.8,323.33,37.55786621,
61,5,11,22,5,16.2,27.1,23.5,53.08,14.8,210,26.55372471,
54,5,11,23,6,15.6,27.2,21.4,66.04,3.6,110,16.82986825,
53,5,11,24,7,27.1,27.1,27.1,30.12,0,150,8.989241898,
54,5,11,25,1,15.1,24.6,19.9,55.33,7.2,320,3.472820145,
54,5,11,26,2,16.9,24.4,20.6,66.08,3.6,270,0.52026737,
65,5,11,27,3,16.1,26.9,22.3,58.41,7.2,140,0.166269934,
49,5,11,28,4,14.2,25.9,20.9,61.54,7.2,335,2.26833168,
62,5,11,29,5,15.1,26.6,21.8,56.8,3.6,113.33,6.553759979,
48,5,11,30,6,14.2,27.1,23.4,48.07,10.8,313.33,12.67115194,
54,5,12,1,7,13.4,28.2,21.9,55.02,3.6,210,20.23463222,
68,5,12,2,1,15.1,26.4,21.7,39.53,3.6,123.33,28.85485081,
52,5,12,3,2,15.1,26.4,21.5,59.09,3.6,305,38.15636046,
62,5,12,4,3,14.1,26.1,21.4,50.42,7.6,266.67,47.78453734,
50,5,12,5,4,13.6,25.9,20.8,55.66,3.7,133,57.4062436,
59,5,12,6,5,13.6,28.1,23.7,37.95,7.6,144,66.70763693,
44,5,12,7,6,12.1,24.1,19.2,43.63,3.6,140,75.39105942,
70,5,12,8,7,10.6,25.7,19.2,54.57,3.6,300,83.17181637,
58,5,12,9,1,11.1,24.9,19.7,56.56,7.2,230,89.77543465,
58,5,12,10,2,10.1,24.1,18.2,54.12,14.8,320,94.93662275,
66,5,12,11,3,10.2,19.9,15,57.92,3.6,105,98.40211801,
59,5,12,12,4,7.1,22.2,14.6,67.17,3.6,70,99.94016291,
58,5,12,13,5,11.9,22.9,17.4,64.38,3.6,185,99.35884135,
51,5,12,14,6,7.9,26.3,19.8,40.3,14.8,122.25,96.53359131,
58,5,12,15,7,10.2,25.4,19.1,51.68,7.2,300,91.4410548,
52,5,12,16,1,9.9,21.2,15.5,61.17,3.6,185,84.19278964,
66,5,12,17,2,10.4,20.4,15.4,66.86,3.6,330,75.05954044,
59,5,12,18,3,11.6,18.1,14.8,52.28,7.2,95,64.47624846,
55,5,12,19,4,9.2,22.4,17.9,51.05,3.6,100,53.02084648,
58,5,12,20,5,13.6,16.7,15.4,82.24,3.6,160,41.36604874,
51,5,12,21,6,12.6,14.7,13.6,89.4,7.2,206.67,30.21113149,
60,5,12,22,7,9.4,18.4,13.8,69.55,7.2,95,20.20722133,
55,5,12,23,1,10.4,23.9,17.9,57.9,3.6,170,11.89202526,
37,5,12,24,2,11.1,24.1,18.8,60.03,7.2,160,5.647011023,
31,5,12,25,3,20.8,25.1,23.4,39.2,22.3,213.33,1.682959647,
51,5,12,26,4,9.2,24.4,18.3,53.27,10.8,196.67,0.051583863,
48,5,12,27,5,9.9,24.9,18.8,55.17,7.2,180,0.674750666,
42,5,12,28,6,13.2,20.2,17.6,67.28,10.8,316.67,3.380583024,
48,5,12,29,7,12.6,20.8,16.9,64.81,3.6,290,7.937205169,
47,5,12,30,1,8.9,24.1,19,55.66,11.2,230,14.07859339,
42,5,12,31,2,10.4,22.9,18,58.36,7.2,250,21.5210024,
